2017/11/08 19:41:11 [INFO] Terraform version: 0.10.0  2041053ee9444fa8175a298093b55a89586a1823
2017/11/08 19:41:11 [INFO] Go runtime version: go1.8
2017/11/08 19:41:11 [INFO] CLI args: []string{"/Users/heguimin/Projects/go/bin/terraform", "plan"}
2017/11/08 19:41:11 [DEBUG] Attempting to open CLI config file: /Users/heguimin/.terraformrc
2017/11/08 19:41:11 [DEBUG] File doesn't exist, but doesn't need to. Ignoring.
2017/11/08 19:41:11 [INFO] CLI command args: []string{"plan"}
2017/11/08 19:41:11 [INFO] command: empty terraform config, returning nil
2017/11/08 19:41:11 [DEBUG] command: no data state file found for backend config
2017/11/08 19:41:11 [DEBUG] New state was assigned lineage "cf6c2c79-da72-4be6-84c7-9a4b939492b5"
2017/11/08 19:41:11 [INFO] command: backend initialized: <nil>
2017/11/08 19:41:15 [DEBUG] skipping "terraform_0.10.0_darwin_amd64.zip", not a provisioner
2017/11/08 19:41:15 [DEBUG] skipping "terraform_0.9.11_darwin_amd64.zip", not a provisioner
2017/11/08 19:41:15 [INFO] Failed to read plugin lock file .terraform/plugins/darwin_amd64/lock.json: open .terraform/plugins/darwin_amd64/lock.json: no such file or directory
2017/11/08 19:41:15 [INFO] command: backend <nil> is not enhanced, wrapping in local
2017/11/08 19:41:15 [DEBUG] checking for provider in "."
2017/11/08 19:41:15 [DEBUG] skipping "main.tf", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "terraform.log", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "variables.tf", not a provider
2017/11/08 19:41:15 [DEBUG] checking for provider in "/Users/heguimin/Projects/go/bin"
2017/11/08 19:41:15 [DEBUG] skipping ".DS_Store", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "basic", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "bin 2", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "errcheck", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "go-getter", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "govendor", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "jpgo", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "mockingClientsForTests", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "packer", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "packer-bak", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "packer-builder-alicloud-ecs", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "packer_1.0.0_darwin_amd64.zip", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-archive", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-atlas", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-aws", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-azure", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-azurerm", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-bitbucket", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-chef", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-clc", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-cloudflare", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-cloudstack", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-cobbler", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-consul", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-datadog", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-digitalocean", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-dme", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-dnsimple", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-docker", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-dyn", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-fastly", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-github", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-google", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-grafana", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-heroku", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-influxdb", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-librato", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-logentries", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-mailgun", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-mysql", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-null", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-openstack", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-packet", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-pagerduty", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-postgresql", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-powerdns", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-random", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-rundeck", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-scaleway", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-softlayer", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-statuscake", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-template", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-terraform", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-test", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-tls", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-triton", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-ultradns", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-vcd", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-vsphere", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provisioner-chef", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provisioner-file", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provisioner-local-exec", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provisioner-remote-exec", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "putObjectAcl", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "pycharm-community-2017.1.2.dmg", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "scripts", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "stringer", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "terraform", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "terraform-0.7.12", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "terraform-9", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "terraform-provider", not a provider
2017/11/08 19:41:15 [WARNING] found legacy provider "terraform-provider-alicloud"
2017/11/08 19:41:15 [WARNING] found legacy provider "terraform-provider-alicloud.old"
2017/11/08 19:41:15 [WARNING] found legacy provider "terraform-provider-alicloud_darwin-amd64.tgz"
2017/11/08 19:41:15 [DEBUG] skipping "terraform_0.10.0_darwin_amd64.zip", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "terraform_0.9.11_darwin_amd64.zip", not a provider
2017/11/08 19:41:15 [DEBUG] found valid plugin: "alicloud"
2017/11/08 19:41:15 [DEBUG] found valid plugin: "alicloud.old"
2017/11/08 19:41:15 [DEBUG] found valid plugin: "alicloud_darwin-amd64.tgz"
2017/11/08 19:41:15 [DEBUG] plugin requirements: "alicloud"=""
2017/11/08 19:41:15 [DEBUG] checking for provider in "."
2017/11/08 19:41:15 [DEBUG] skipping "main.tf", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "terraform.log", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "variables.tf", not a provider
2017/11/08 19:41:15 [DEBUG] checking for provider in "/Users/heguimin/Projects/go/bin"
2017/11/08 19:41:15 [DEBUG] skipping ".DS_Store", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "basic", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "bin 2", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "errcheck", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "go-getter", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "govendor", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "jpgo", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "mockingClientsForTests", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "packer", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "packer-bak", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "packer-builder-alicloud-ecs", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "packer_1.0.0_darwin_amd64.zip", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-archive", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-atlas", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-aws", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-azure", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-azurerm", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-bitbucket", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-chef", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-clc", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-cloudflare", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-cloudstack", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-cobbler", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-consul", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-datadog", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-digitalocean", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-dme", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-dnsimple", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-docker", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-dyn", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-fastly", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-github", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-google", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-grafana", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-heroku", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-influxdb", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-librato", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-logentries", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-mailgun", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-mysql", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-null", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-openstack", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-packet", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-pagerduty", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-postgresql", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-powerdns", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-random", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-rundeck", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-scaleway", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-softlayer", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-statuscake", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-template", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-terraform", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-test", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-tls", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-triton", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-ultradns", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-vcd", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provider-vsphere", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provisioner-chef", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provisioner-file", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provisioner-local-exec", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "provisioner-remote-exec", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "putObjectAcl", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "pycharm-community-2017.1.2.dmg", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "scripts", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "stringer", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "terraform", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "terraform-0.7.12", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "terraform-9", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "terraform-provider", not a provider
2017/11/08 19:41:15 [WARNING] found legacy provider "terraform-provider-alicloud"
2017/11/08 19:41:15 [WARNING] found legacy provider "terraform-provider-alicloud.old"
2017/11/08 19:41:15 [WARNING] found legacy provider "terraform-provider-alicloud_darwin-amd64.tgz"
2017/11/08 19:41:15 [DEBUG] skipping "terraform_0.10.0_darwin_amd64.zip", not a provider
2017/11/08 19:41:15 [DEBUG] skipping "terraform_0.9.11_darwin_amd64.zip", not a provider
2017/11/08 19:41:15 [DEBUG] found valid plugin: "alicloud"
2017/11/08 19:41:15 [DEBUG] found valid plugin: "alicloud.old"
2017/11/08 19:41:15 [DEBUG] found valid plugin: "alicloud_darwin-amd64.tgz"
2017/11/08 19:41:15 [DEBUG] checking for provider in ".terraform/plugins/darwin_amd64"
2017/11/08 19:41:15 [DEBUG] skipping "lock.json", not a provider
2017/11/08 19:41:15 [DEBUG] plugin: waiting for all plugin processes to complete...
2017/11/08 19:41:19 [INFO] Terraform version: 0.10.0  2041053ee9444fa8175a298093b55a89586a1823
2017/11/08 19:41:19 [INFO] Go runtime version: go1.8
2017/11/08 19:41:19 [INFO] CLI args: []string{"/Users/heguimin/Projects/go/bin/terraform", "plan"}
2017/11/08 19:41:19 [DEBUG] Attempting to open CLI config file: /Users/heguimin/.terraformrc
2017/11/08 19:41:19 [DEBUG] File doesn't exist, but doesn't need to. Ignoring.
2017/11/08 19:41:19 [INFO] CLI command args: []string{"plan"}
2017/11/08 19:41:19 [INFO] command: empty terraform config, returning nil
2017/11/08 19:41:19 [DEBUG] command: no data state file found for backend config
2017/11/08 19:41:19 [DEBUG] New state was assigned lineage "65a67155-49a0-42e0-8e58-c0bd6b09c1b9"
2017/11/08 19:41:19 [INFO] command: backend initialized: <nil>
2017/11/08 19:41:19 [DEBUG] checking for provider in "."
2017/11/08 19:41:19 [DEBUG] skipping ".terraform", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "main.tf", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "terraform.log", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "variables.tf", not a provider
2017/11/08 19:41:19 [DEBUG] checking for provider in "/Users/heguimin/Projects/go/bin"
2017/11/08 19:41:19 [DEBUG] skipping ".DS_Store", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "basic", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "bin 2", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "errcheck", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "go-getter", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "govendor", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "jpgo", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "mockingClientsForTests", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "packer", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "packer-bak", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "packer-builder-alicloud-ecs", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "packer_1.0.0_darwin_amd64.zip", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-archive", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-atlas", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-aws", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-azure", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-azurerm", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-bitbucket", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-chef", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-clc", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-cloudflare", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-cloudstack", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-cobbler", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-consul", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-datadog", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-digitalocean", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-dme", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-dnsimple", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-docker", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-dyn", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-fastly", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-github", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-google", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-grafana", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-heroku", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-influxdb", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-librato", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-logentries", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-mailgun", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-mysql", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-null", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-openstack", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-packet", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-pagerduty", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-postgresql", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-powerdns", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-random", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-rundeck", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-scaleway", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-softlayer", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-statuscake", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-template", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-terraform", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-test", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-tls", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-triton", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-ultradns", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-vcd", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provider-vsphere", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provisioner-chef", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provisioner-file", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provisioner-local-exec", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "provisioner-remote-exec", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "putObjectAcl", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "pycharm-community-2017.1.2.dmg", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "scripts", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "stringer", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "terraform", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "terraform-0.7.12", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "terraform-9", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "terraform-provider", not a provider
2017/11/08 19:41:19 [WARNING] found legacy provider "terraform-provider-alicloud"
2017/11/08 19:41:19 [WARNING] found legacy provider "terraform-provider-alicloud.old"
2017/11/08 19:41:19 [WARNING] found legacy provider "terraform-provider-alicloud_darwin-amd64.tgz"
2017/11/08 19:41:19 [DEBUG] skipping "terraform_0.10.0_darwin_amd64.zip", not a provider
2017/11/08 19:41:19 [DEBUG] skipping "terraform_0.9.11_darwin_amd64.zip", not a provider
